model,perturbation method,source split,example_id,label,hypothesis,original premise,perturbed premise
roberta,adjrel,matched,1961,2,You should pack a sweater and other warm clothing if you visit during the cool Summer months.,"Summer boasts long, warm days with strong sunlight and hazy views.","Summer boasts , days, which are long and warm, with sunlight, which is strong, and views, which are hazy."
roberta,adjrel,matched,2229,1,The Left Behind series is about people converting to Christianity.,"The notable thing for me about the Left Behind series--beside the fact that few in the secular media have noticed that millions of Americans are busy reading books warning about the imminence of one-world government, mass death, and the return of the Messiah, is that all the Jewish characters are Christian.","The thing, which is notable, for me about the Left Behind series--beside the fact that few in the media, which are secular, have noticed that millions of Americans are busy reading books warning about the imminence of one-world government, death, which is mass, and the return of the Messiah, is that all the characters, which are Jewish, are Christian."
roberta,adjrel,matched,2734,2,"I chose to become an actor, but I wasn't very good at it. ","If I had chosen to be an actor, I should have been the greatest actor living! ","If I had chosen to be an actor, I should have been the actor, which is greatest, living!"
roberta,adjrel,matched,2807,0,"That's true, America's paying to for other folks to provide international aid so they could train and pay their own citizens at the same time.",that's true um-hum well that's true the America's paying all this money to have other people give uh aid to other countries so they could be paying their own people and training their own people at the same time,"that's true um-hum well that's true the America's paying all this money to have people, which are other, give uh aid to countries, which are other, so they could be paying their people, which are own, and training their people, which are own, at the time, which is same,"
roberta,adjrel,matched,4713,0,The island is smaller than Ibiza and can be traversed by bicycle.,"Traffic, also, has been controlled, and if you're staying here you might want to consider getting around by bicycle; there's no better way to explore an island that measures no more than 20 km (121.2 miles) from end to end, one-fifth the size of Ibiza.","Traffic, also, has been controlled, and if you're staying here you might want to consider getting around by bicycle; there's no way, which is better, to explore an island that measures no more than 20 km (121.2 miles) from end to end, one-the size, which is fifth, of Ibiza."
roberta,adjrel,matched,4784,2,"If you put these four sentences into your paper, professors will immediately know that it's been plagiarized.",They are the four sentences you always insert in plagiarized papers to throw the professor off track.,"They are the four sentences you always insert in papers, which are plagiarized, to throw the professor off track."
roberta,adjrel,matched,4878,0,Pro-choices say the close-up images are unfair.,Pro-choicers point out that these close-up images literally cut the fetus's context--the woman--out of the picture.,"Pro-choicers point out that these -up images, which are close, literally cut the fetus's context--the woman--out of the picture."
roberta,adjrel,matched,5171,0,"In 1920 Malaya produced the majority of rubber in the world, beating out tin for how much money it made the country.","World demand increased with the growth of the motor-car and electrical industries, and sky-rocketed during World War I. By 1920, Malaya was producing 53 percent of the world's rubber, which had overtaken tin as its main source of income.","World demand increased with the growth of the motor-car and electrical industries, and sky-rocketed during World War I. By 1920, Malaya was producing 53 percent of the world's rubber, which had tin, which is overtaken, as its source, which is main, of income."
roberta,adjrel,matched,5389,0,We are presenting the test by comparing percentages for each of the posts with estimated percentages.,We next present the test of our hypothesis by comparing the predicted percentages for each of the seven posts with the actual percentages.,"We next present the test of our hypothesis by comparing the percentages, which are predicted, for each of the seven posts with the percentages, which are actual."
roberta,adjrel,matched,5501,0,Buying him a power mower would probably help him finish the job sooner.,and uh well if you if you got got him a power mower it'd probably take him a lot less time to do it but i enjoy doing it i feel good doing it uh i i feel a lot better doing it with a power mower with that with a  with a pull tractor on it so i don't have to push so hard,"and uh well if you if you got got him a power mower it'd probably take him a lot time, which is less, to do it but i enjoy doing it i feel good doing it uh i i feel a lot better doing it with a power mower with that with a  with a tractor, which is pull, on it so i don't have to push so hard"
roberta,adjrel,matched,5693,2,Many modern cities host many different types of costumes.,In few other modern cities are you likely to see such a variety of costumes.,"In cities, which are few, other and modern, are you likely to see such a variety of costumes."
roberta,adjrel,matched,5832,1,There is no proof that early Etruscans ever existed.,Nobody knows much about the early Etruscans.,"Nobody knows much about the Etruscans, which are early."
roberta,adjrel,matched,6189,1,Evacuation is always the first line of response. ,"What's needed, alongside an evacuation plan, is a realistic program to stabilize conditions for those left behind.","What's needed, alongside an evacuation plan, is a program, which is realistic, to stabilize conditions for those left behind."
roberta,adjrel,matched,6388,1,The hotels don't open in Halloween.,"The traditional opening time for many hotels is the Orthodox Easter, although some do not open until the end of April.","The opening time, which is traditional, for hotels, which are many, is the Orthodox Easter, although some do not open until the end of April."
roberta,adjrel,matched,6729,0,The United States has much stronger warheads than China.,"China could never trump the warhead blizzard Washington would send in retaliation against any atomic attack, though the country would be loath to cede to U.S. missile defenses the deterrence afforded by its handfuls of warheads.","China could never trump the blizzard, which is warhead, Washington would send in retaliation against any attack, which is atomic, though the country would be loath to cede to U.S. missile defenses the deterrence afforded by its handfuls of warheads."
roberta,adjrel,matched,7041,0,"After the Vatican II, Catholicism became less insular in its focus.",Vatican II gave rise to a less hierarchical and more outward-looking Catholicism and set the stage for once-unthinkable innovations like plainclothes nuns and the celebration of the Mass in English and other modern languages.,"Vatican II gave rise to a less and more outward-looking Catholicism, which is hierarchical, and set the stage for once-innovations, which are unthinkable, like plainclothes nuns and the celebration of the Mass in English and languages, which are other and modern."
roberta,adjrel,mismatched,7863,2,Only a twisted mind would read crude meanings into such terms.,It does not take a too-wicked mind to read into such terms meanings of a lewd nature.,"It does not take a too-mind, which is wicked, to read into terms, which are such, meanings of a nature, which is lewd."
roberta,adjrel,mismatched,8064,2,MCCOY does not ask for you help financially at this time. ,We believe there is no more appropriate time to have a coordinated and collaborative effort to financially support the services MCCOY offers to the community as a whole.,"We believe there is no more time, which is appropriate, to have a and collaborative effort, which is coordinated, to financially support the services MCCOY offers to the community as a whole."
roberta,adjrel,mismatched,8587,0,Our recognition of the social aspects of make-believe in young children is actually recent.,Vygotsky's theory has been the wellspring of our recent appreciation of the profoundly social nature of even very young children's imaginative play'and its wide-ranging infiuence on cognitive and social development.,"Vygotsky's theory has been the wellspring of our appreciation, which is recent, of the profoundly nature, which is social, of even very children, who are young,'s play'and, which is imaginative, its wide-infiuence, which is ranging, on and social development, which is cognitive."
roberta,adjrel,mismatched,8685,2,Hearing differing narratives causes children to cling more tightly to their world views.,"Finally, as children participate in narratives and listen to those of others, they acquire culturally accepted ways for negotiating clashing viewpoints.","Finally, as children participate in narratives and listen to those of others, they acquire culturally ways, which are accepted, for negotiating viewpoints, which are clashing."
roberta,adjrel,mismatched,9285,2,Yiddish is really only for the good times in life.,"Yiddish never apologizes for what it is'the earthy, wise soul of an expressive people learning that life is but a mingled yarn, good and ill together.","Yiddish never apologizes for what it is'the , soul, which is earthy and wise, of an people, which are expressive, learning that life is but a yarn, which is mingled and good, and ill together."
roberta,adjrel,mismatched,9395,2,Nobody suspected a hijacking as the cause of loss of communication until the second plane hit.,The duty officer replied that security personnel at headquarters had just begun discussing the apparent hijack on a conference call with the New England regional office.,"The duty officer replied that security personnel at headquarters had just begun discussing the hijack, which is apparent, on a conference call with the New England office, which is regional."
roberta,adjrel,mismatched,9766,0,"Don't kids struggle to find a quiet place to study, which means they have difficulty coping with school?","Or the virtual impossibility of finding a quiet place to study or even think, so that the children can cope in school and one day have a chance of achieving something better?","Or the impossibility, which is virtual, of finding a place, which is quiet, to study or even think, so that the children can cope in school and one day have a chance of achieving something better?"
roberta,adjrel,mismatched,9931,1,SEND invests in the Greater Nashville area.,"As you know, SEND is a neighborhood-based organization investing in Greater Fountain Square's housing, youth, and economic future.","As you know, SEND is a neighborhood-organization, which is based, investing in Greater Fountain Square's housing, youth, and future, which is economic."
roberta,adjrel,mismatched,10617,2,Parents these days are extremely worried about traumas.,"As the above sampling of concerns reveals, today's parents are not just worried about major transitions and traumas, such as the impact of marital breakup or community violence.","As the sampling, which is above, of concerns reveals, today's parents are not just worried about transitions, which are major, and traumas, such as the impact of breakup, which is marital, or community violence."
roberta,adjrel,mismatched,11113,0,Only when put together are the effects overpowering.,"However, their cumulative effect tends to be overpowering.","However, their effect, which is cumulative, tends to be overpowering."
roberta,adjrel,mismatched,11122,1,The title to his book was ironic considering the non-desirable setting of the story.,) for the ironic title of his dystopic novel.,") for the title, which is ironic, of his dystopic novel."
roberta,adjrel,mismatched,11177,0,A guy has a brown paper bag.,"A guy with a bottle-shaped brown paper bag, damp and wrinkled at its upper end, has almost certainly been slugging down a sweet wine of high proof, and the odds are pretty good you would find it is a muscadoodle .  After the guy finishes his Napa Valley smoke and has slept it off, he is looking for the means to get another muscat fix.","A guy with a bottle-paper bag, which is shaped and brown, damp and wrinkled at its end, which is upper, has almost certainly been slugging down a wine, which is sweet, of proof, which is high, and the odds are pretty good you would find it is a muscadoodle .  After the guy finishes his Napa Valley smoke and has slept it off, he is looking for the means to get another fix, which is muscat."
roberta,adjrel,mismatched,11275,1,Crossword games are a testament of the versatility and flexibility of linguistic synonymy.,"Admittedly, there is no such thing as perfect synonymy, but the meanings of many pairs of words are close enough for this term to be used in the context of a pastime like crosswords.","Admittedly, there is no thing, which is such, as synonymy, which is perfect, but the meanings of pairs, which are many, of words are close enough for this term to be used in the context of a pastime like crosswords."
roberta,adjrel,mismatched,11817,2,A brief article that explains the best places to travel.," a short article about someone or something in a dictionary or encyclopedia,.","a article, which is short, about someone or something in a dictionary or encyclopedia,."
roberta,adjrel,mismatched,11883,0,BMW has new questions about production that are being faced by the suppliers of apparel.,Note that this system poses production questions for BMW similar to those faced by apparel suppliers.,"Note that this system poses production questions for BMW, which is similar, to those faced by apparel suppliers."
roberta,adjrel,mismatched,12168,2,I moved to Victoria in 1983,"In June 1984 I moved from Ottawa to Victoria, on Vancouver Island, where I now enjoy genteel retirement.","In June 1984 I moved from Ottawa to Victoria, on Vancouver Island, where I now enjoy retirement, which is genteel."
roberta,adjrel,mismatched,12451,1,The eldest of my older sisters.,"Ooh, one of my three older sisters.","Ooh, one of my three sisters, which are older."
roberta,adjrel,mismatched,12640,2,"Metapsychosis is a widespread, societal sickness of the mind.","metapsychosis One of the finest of traps for the knowledgeable  it has nothing to do with some over-arching, society-wide psychological illness like alcoholism or jogging.","metapsychosis One of the finest of traps for the knowledgeable  it has nothing to do with some over-, society-illness, which is arching, wide and psychological, like alcoholism or jogging."
roberta,adjrel,mismatched,13428,2,Bin Ladin agreed to help Turabi in their war in East Asia in exchange for money.,Bin Ladin agreed to help Turabi in an ongoing war against African Christian separatists in southern Sudan and also to do some road building.,"Bin Ladin agreed to help Turabi in an war, which is ongoing, against African separatists, which are Christian, in Sudan, which is southern, and also to do some road building."
roberta,adjrel,mismatched,14201,0,"It's harder to get a job for people without one, even with a very good economy.","A robust economy helps by providing job opportunities, but to be honest, most of the people who aren't working today are quite simply the ones who face the greatest obstacles.","A economy, which is robust, helps by providing job opportunities, but to be honest, most of the people who aren't working today are quite simply the ones who face the obstacles, which are greatest."
roberta,adjrel,mismatched,14215,2,My father thinks a single major is the best course of action.,"Um, my mom has because she knows how important it is to me and everything like that and my dad actually two weeks ago when I went home, I don't even remember why I went home, but I went home for something and he's like, he's still trying to convince me to double major.","Um, my mom has because she knows how important it is to me and everything like that and my dad actually two weeks ago when I went home, I don't even remember why I went home, but I went home for something and he's like, he's still trying to convince me to major, which is double."
roberta,adjrel,mismatched,14341,2,The product was offered on sale for the majority of this time period.,"It is important to note also that this product was not promoted at retail with discounted prices at any time during this period, so the variation is not due to consumers preferring to purchase a product when it was  on sale. ","It is important to note also that this product was not promoted at retail with prices, which are discounted, at any time during this period, so the variation is not due to consumers preferring to purchase a product when it was  on sale."
roberta,adjrel,mismatched,14586,0,Some people had a status almost equal to Bin Ladin.,Some of Bin Ladin's close comrades were more peers than subordinates.,"Some of Bin Ladin's comrades, which are close, were peers, which are more, than subordinates."
roberta,adjrel,mismatched,14972,0,The organization wants to fund three new projects.,"Concurrently, we are undertaking three new program  an undergraduate program in civil engineering with an emphasis on the environment; an undergraduate program in industrial engineering with a focus on manufacturing; and graduate programs leading to the M.S.","Concurrently, we are undertaking three program, which is new,  an program, which is undergraduate, in engineering, which is civil, with an emphasis on the environment; an program, which is undergraduate, in engineering, which is industrial, with a focus on manufacturing; and graduate programs leading to the M.S."
roberta,passive,matched,136,0,The H-2A worker is being forced to leave the country.,The H-2A worker must depart the country and is subject to deportation for failing to do so.,The country was departed by the H-2A worker.
roberta,passive,matched,151,0,Agency officials need to identify the components that helped their employees improve their performances.,"From the inventories of the initiatives they developed in response to our request, we asked agency officials to identify those agency components and initiatives that, in their view, had successfully involved and empowered employees.",Agency officials was asked by we.
roberta,passive,matched,152,0,HCFA didn't identify any other executive order.,"In its submission, HCFA did not identify any other statute or executive order imposing procedural requirements relevant to the rule.",Any other statute or executive order imposing procedural requirements relevant to the rule was identified by HCFA.
roberta,passive,matched,208,2,"I entered the shack through the hole in the ceiling.  It was abandoned, and smelled musty and odd.","I entered her shack, opening the painted door covered in runes of warding.",Her shack was entered by I.
roberta,passive,matched,280,2,Someone else carries a bag for them.,with little back packs of their own and you know things like that,Things like that was known by you.
roberta,passive,matched,351,0,You have no trust when it comes to me. ,"But you would not trust me.""","Me was trusted by you"""
roberta,passive,matched,352,0,The rates could go up by 13 during a Postal Service increase.,Postal Service could increase those same rates by at least 13.,Those same rates was increased by Postal Service.
roberta,passive,matched,634,0,The people will be approaching from the south.,We know they will have to come from the south but that gives them a space as wide as the town in which to launch their attack.,A space as wide as the town in which to launch their attack was given by that.
roberta,passive,matched,639,0,"If the industry comes, it will foster the creation of better schools.",yeah maybe the maybe they'll bring their good schools with them  you know if the industry comes,Their good schools was brought by they.
roberta,passive,matched,764,0,The proposed rule was changed after AMS saw the comments.,"As a result of the comments received, AMS changed the proposed rule and it was republished for comment in March 2000.",The proposed rule was changed by AMS.
roberta,passive,matched,832,0,I know single moms who wouldn't be able to afford it.,uh well no i just know i know several single mothers who absolutely can't afford it they have to go with the a single uh what i mean a babysitter more more or less,A babysitter was meant by i.
roberta,passive,matched,916,1,Many were sad to see the Brahmanic ritual change.,The bhakti movement of the Tamils brought a new warmth to the hitherto rigid Brahmanic ritual of Hinduism.,A new warmth was brought by the bhakti movement of the Tamils.
roberta,passive,matched,1084,0,Barnam puffed out his chest when Jon looked at him.,"As Jon looked at him, Barnam puffed out his chest.",His chest was puffed by Barnam.
roberta,passive,matched,1088,0,Co-requesters cannot approve more co-requesters.,"However, co-requesters cannot approve additional co-requesters or restrict the timing of the release of the product after it is issued.",Requesters was approved by requesters.
roberta,passive,matched,1124,2,The Northwest Justice Project and ProBonoNet in New York will fire more people.,"To assist programs with implementing these web sites, the Northwest Justice Project and ProBonoNet in New York are hiring two full-time circuit riders to assist grantees with content management and to ensure that each web site supports the entire state justice community.",Two full-time circuit riders was hired by the Northwest Justice Project and ProBonoNet in New York.
roberta,passive,matched,1167,0,There was one state official that told of the success he had that came from a lot of different experiences.,"For instance, one state government CIO attributed his success to his breadth of experience across a variety of financial, retail, and IT units, which facilitates his ability to",His success was attributed by one state government CIO.
roberta,passive,matched,1322,0,Fantastic birds and butterflies can be seen being made of paper in the kampung workshops.,"In kampung workshops you can watch fantastic birds and butterflies being made of paper (and increasingly, nowadays, of plastic, too) drawn over strong, flexible bamboo frames.",Fantastic birds and butterflies being made of paper was watched by you.
roberta,passive,matched,1363,0,Do you think our taxes are too high?,well uh what do you think about taxes do you think we're paying too much,What was thought by you.
roberta,passive,matched,1521,0,Drug treatments combined with strategies that boost the immune system could be the solution to HIV.,"From here, many HIV researchers are putting their hopes on combining drug treatments with strategies that boost the immune system.",Their hopes was put by many HIV researchers.
roberta,passive,matched,1613,0,That worked for me when I did it throughout college,yeah i know and i did that all through college and it worked too,That was done by i.
roberta,passive,matched,1636,1,"It does not include the mail sent in response to advertising, which might drive up revenue.",Neither does it include the mail sent in response to advertising.,The mail sent in response to advertising was included by it.
roberta,passive,matched,1864,0,"I can put pretty much anything in the ground, from beets to onions.",yeah i can usually i can put in oh probably mid March i can put anything in the ground you know beets and onions and stuff like that,Beets and onions and stuff like that was put by i.
roberta,passive,matched,1961,2,You should pack a sweater and other warm clothing if you visit during the cool Summer months.,"Summer boasts long, warm days with strong sunlight and hazy views.","Long, warm days was boasted by Summer."
roberta,passive,matched,1979,0,At a later date the company informed us they canceled the program.,The company later told us that it had discontinued the program because of its adverse effect on employee morale.,Us was told by the company.
roberta,passive,matched,2320,0,I'm going to try because you can see and touch the oil filters right there.,at least i'm going to give it a try cause you can see i mean the oil filters i mean you can touch it it's right there,It was touched by you.
roberta,passive,matched,2359,2,I just love using my new credit card.,and see the thing is you know he go out and he'll spend it when he wants you know and uh uh i'm afraid to i'm afraid to use that credit card,It was spent by he.
roberta,passive,matched,2432,0,You will know when the boats are ready to leave when the bells ring and the gangplank is raised.,"As the double-decker boats get ready to leave the pier, bells ring, the gangplank is raised, deckhands in blue sailor suits man the hawsers, and a couple of hundred commuters begin a seven-minute sightseeing tour.",The hawsers was manned by deckhands in blue sailor suits.
roberta,passive,matched,2477,2,We had the advantage of having more bullets than them.,"Only trouble was, they had infinite ammunition...we only had so many bullets.",So many bullets was had by we.
roberta,passive,matched,2521,0,Disbursement of pay must be facilitated by reporting information to the home agency.,It must also report the information to the employee's home agency promptly to facilitate disbursement of pay by the home agency.,The information to the employee's home agency was reported by It.
roberta,passive,matched,2680,2,We provided a perspective that was not useful in regards to alternative levels of national saving.,"To provide a useful perspective on how alternative levels of national saving affect future living standards, we also compared our simulation results to a historical benchmark.",Our simulation results to a historical benchmark was compared by we.
roberta,passive,matched,2684,0,Auditors can use this site to find tools and resources and learn about best practices.,"This site provides information links, tools, and resources developed for the benefit of the audit profession, including audit programs, best practices, and research services.","Information links, tools was provided by this site."
roberta,passive,matched,2739,2,Time went by so slow and we were extremely bored.,you know it took away a lot of of time from them we did go out to you know to the places that you typically take children to and we had a lot of fun but it seems as though the time went by so fast that,A lot of of time was taken by it.
roberta,passive,matched,2859,2,I could only view one window at a time so it was very hard to catch any errors.,yeah that that i i had a i had a program due and uh one one window i had the program and the other one i had the program running so if there was ever a mistake i could easily check you know i could look at the program and say this is where i made the error,A was had by i.
roberta,passive,matched,2874,0,If they go home they aren't breaking promises.,They aren't breaking any promises if they decide to take their ball and go home.,Any promises was broken by They.
roberta,passive,matched,2926,2,"When tea was done, he took his hands off me.","Of how, when tea was done, and everyone had stood,He reached for my head, put his hands over it,And gently pulled me to his chest, which smelledOf dung smoke and cinnamon and mutton grease.I could hear his wheezy breathing now, like the prophet's Last whispered word repeated by the faithful.Then he prayed for what no one had time to translate--His son interrupted the old man to tell him a groupOf snake charmers sought his blessing, and a blind thief.The saint pushed me away, took one long look,Then straightened my collar and nodded me toward the door.",His wheezy breathing was heard by I.
roberta,passive,matched,3006,2,Agency officials need to identify the components that failed them.,"From the inventories of the initiatives they developed in response to our request, we asked agency officials to identify those agency components and initiatives that, in their view, had successfully involved and empowered employees.",Agency officials was asked by we.
roberta,passive,matched,3090,0,My PC is used as an emulator for a mainframe terminal.,i also use my PC to emulate a mainframe terminal for our IBM mainframe and also to emulate a deck terminal for our deck machine,My PC was used by i.
roberta,passive,matched,3188,0,"Along side the road leading to the entrance, you will pass fields of tomatoes.","As the road climbs toward the entrance, you'll pass fields full of Santorini's famed tomatoes growing on the steep slopes.",Fields full of Santorini's famed tomatoes growing on the steep slopes was passed by you.
roberta,passive,matched,3276,0,The paper did not explain that.,Because the paper did not say that.,That was said by the paper.
roberta,passive,matched,3537,0,13 executives effectively implemented the government performance and results act ,"13 Executive  Effectively Implementing the Government Performance and Results Act ( GAO/GGD-96-118, June 1996).","The Government Performance and Results Act ( GAO/GGD-96-118, June 1996 was Implemented by 13 Executive  ."
roberta,passive,matched,3774,2,McGrath claims that everything in the memorial was accurate.,"New York Times Book Review Editor Charles McGrath, a former deputy to William Shawn at the New Yorker , calls Lillian Ross' memoir about her affair with Shawn on occasion factually inaccurate or misleading and a betrayal of Shawn's high editorial principles.","Lillian Ross' memoir was called by New York Times Book Review Editor Charles McGrath , a former deputy to William Shawn at the New Yorker ,."
roberta,passive,matched,4215,0,There's a swath of mangrove swaps from Port-Louis to Pointe Pitre.,From Port-Louis all the way down Grande Terre's west coast to Pointe Pitre there extend vast mangrove swamps.,Vast mangrove swamps was extended by Grande Terre 's west coast to Pointe Pitre there.
roberta,passive,matched,4252,2,You can stop.,"I shan't stop you.""","You was stopped by I"""
roberta,passive,matched,4274,2,I would like to buy a car with the seat belts under the door.,i tell you what i would not i would not buy a car that had the seat belt where it was hooked under the door,You was told by i.
roberta,passive,matched,4344,0,Critics say Goodman has an instinctive grasp of familial dynamics. ,"Critics praise Goodman's finely honed descriptive abilities and instinctive grasp of familial dynamics, the ways in which dreams and emotional habits are handed down ...",The ways in which dreams and emotional habits are handed down was praised by Critics...
roberta,passive,matched,4462,2,Blacks braid their hair because they're forced to.,Black professionals braid their hair to display their ethnic pride.,Their hair was braided by Black professionals.
roberta,passive,matched,4482,0,"It is possible that the Lingurian coast was populated by North Africans and eastern Europeans, whereas people from the Balkans and Asia Minor may have settled in the Adriatic and south.","Perhaps North Africans and eastern Europeans peopled the Ligurian coast, while the Adriatic and south may have been settled by people from the Balkans and Asia Minor.",The Ligurian coast was peopled by North Africans and eastern Europeans.
roberta,passive,matched,4491,0,If the United States had maximized their potential.,if the United States had used full conventional power.,Full conventional power was used by the United States.
roberta,passive,matched,4623,0,"I believe that many children think it's amusing, the similar uneasiness that there's someone beneath the bed.",but i think a lot of kids it's funny get the same kind of fears like there's somebody under the bed,A lot of kids was thought by i.
roberta,passive,matched,4872,0,Time went by too fast while we were having fun with the kids.,you know it took away a lot of of time from them we did go out to you know to the places that you typically take children to and we had a lot of fun but it seems as though the time went by so fast that,A lot of of time was taken by it.
roberta,passive,matched,5117,2,They like it way more than men do.,They just don't like it as much as men do.,It was liked by They.
roberta,passive,matched,5151,0,Your mistress wrote letters last night.,"When Mr. Hastings and Mr. Lawrence came in yesterday evening, they found your mistress busy writing letters. ",Your mistress busy writing letters was found by they.
roberta,passive,matched,5193,2,The reviewing has been taken place without the request of the Republican member previously.,"Previously, at the request of the Republican Ranking Minority Member of the House Committee on Government Operations, GAO reviewed activities of President Clintonas Task Force on Health Care Reform and was provided with an extensive listing of working group participants drawn from the government and from outside organizations.",Activities of President Clintonas Task Force on Health Care Reform was reviewed by GAO.
roberta,passive,matched,5195,0,He lightly pressed blood from a pain onto the carcass.,"To keep the colors fresh, he dabbed the carcass with blood from a pail, then grabbed his paintbrushes to capture those lurid reds on canvas.",The carcass was dabbed by he.
roberta,passive,matched,5199,0,You can get to Old Cairo by taking the Nile River Bus. ,To reach Old Cairo take the Nile River Bus from the jetty near the Ramses Hilton hotel; it will drop you at the terminus of Masr El-Qadeema; or take the Cairo metro line 1 to Mari Girgis Station.,You was dropped by it.
roberta,passive,matched,5223,2,The weird thing is that Iraq was never interested in that place until now.,it's actually there well Iraq has had uh designs on that place since nineteen twenty two so you know it wasn't like something that just suddenly popped up,Designs on that place was had by Iraq.
roberta,passive,matched,5347,0,Affirmative action opponents say that whites would move down the list.,"Under the overmechanical assumptions of affirmative-action opponents themselves (and putting aside the racial IQ theories of Murray and some others), blacks would move up the list, and whites would move down.",The list was moved by blacks.
roberta,passive,matched,5389,0,We are presenting the test by comparing percentages for each of the posts with estimated percentages.,We next present the test of our hypothesis by comparing the predicted percentages for each of the seven posts with the actual percentages.,The test of our hypothesis was presented by We.
roberta,passive,matched,5493,2,Most people that master the Creole dance learn it as adults.,Those Creole men and women you'll see dancing it properly have been moving their hips and knees that way since childhood.,Their hips and knees was moved by those Creole men and women you 'll see dancing it.
roberta,passive,matched,5501,0,Buying him a power mower would probably help him finish the job sooner.,and uh well if you if you got got him a power mower it'd probably take him a lot less time to do it but i enjoy doing it i feel good doing it uh i i feel a lot better doing it with a power mower with that with a  with a pull tractor on it so i don't have to push so hard,A power mower was got by if you.
roberta,passive,matched,5520,2,"If I needed to take time off from work, I could afford it.",wow who can afford that  my God i can't afford to miss a day let alone six,Six was afforded by who.
roberta,passive,matched,5600,0,I am unable to jump since of the pain.,i can't do any jumping up and down because it makes it hurt,Any jumping up and down was done by i.
roberta,passive,matched,5631,2,"When the sunlight pierced through the branches, her hair turned a darker shade of red.","The sunlight, piercing through the branches, turned the auburn of her hair to quivering gold. ","The auburn of her hair was turned by the sunlight , piercing through the branches ,."
roberta,passive,matched,5832,1,There is no proof that early Etruscans ever existed.,Nobody knows much about the early Etruscans.,Much about the early Etruscans was known by Nobody.
roberta,passive,matched,5892,0,They can't defend themselves.,you know they can't really defend themselves like somebody grown uh say my age you know yeah,Themselves was defended by they.
roberta,passive,matched,6047,2,The man made lots of noise.,He watched San'doro silent in his thoughts.,San'doro was watched by He.
roberta,passive,matched,6105,0,A Final Regulatory Flexibility Analysis was published by the Commission in 1996,"The Commission published a summary of its Final Regulatory Flexibility Analysis in the Federal Register on September 12, 1996 (61 Fed.",A summary of its Final Regulatory Flexibility Analysis in the Federal Register was published by the Commission.
roberta,passive,matched,6232,2,The Huaisheng Mosque is China's youngest mosque.,"This explains the presence in Guangzhou of the Huaisheng Mosque, reputed to be China's oldest, and traditionally dated a.d. 627.",The presence in Guangzhou of the Huaisheng Mosque was explained by This.
roberta,passive,matched,6298,0,The matter of whether or not the Mass is a sacrifice for the remission of sins is controversial.,"As for the divisive issue of whether the Mass is a sacrifice for the remission of sins, the statement affirms that Christ's death upon the cross ...",That Christ's death upon the cross was affirmed by the statement...
roberta,passive,matched,6336,0,Tons of people think about human factors but I'm looking at IBM right now.,oh yeah IBM uh i mean uh a lot of people use human factors folks but IBM is what i'm looking at right now,Human factors folks was used by a lot of people.
roberta,passive,matched,6371,0,On his Birthday Strom Thurmond announced his retirement from the Senate Armed Services Committee in one year.,"Strom Thurmond , R-S.C., celebrated his 95 th birthday by announcing that he will relinquish the chairmanship of the Senate Armed Services Committee a year from now.","His 95 th birthday was celebrated by Strom Thurmond , R - S.C. ,."
roberta,passive,matched,6390,2,China had many more nuclear warhead than the US.,"China could never trump the warhead blizzard Washington would send in retaliation against any atomic attack, though the country would be loath to cede to U.S. missile defenses the deterrence afforded by its handfuls of warheads.",The warhead blizzard was trumped by China.
roberta,passive,matched,6633,0,Tarpley is a better offensive player that Herb Williams.,and uh really they're about it they've got a guy named Herb Williams that that i guess sort of was supposed to take the place of uh Tarpley but he uh he just doesn't have the offensive skills,A guy named Herb Williams that that i guess sort of was supposed to take the place of uh Tarpley was got by they.
roberta,passive,matched,6670,0,For two hundred dollars he brought it to my home and set it up.,and he's an engineer so he even came over and set it up for me and had it running for like two hundred dollars so i thought that,That was thought by i.
roberta,passive,matched,6729,0,The United States has much stronger warheads than China.,"China could never trump the warhead blizzard Washington would send in retaliation against any atomic attack, though the country would be loath to cede to U.S. missile defenses the deterrence afforded by its handfuls of warheads.",The warhead blizzard was trumped by China.
roberta,passive,matched,6740,0,We need men to help us spike the river.,We will also need any able bodied men to help us spike the river.,Any able bodied men was needed by We.
roberta,passive,matched,6932,0,"Fresh products of Irelands seas, rivers, and farms are what New Irish Cuisine is built upon.  ","Dublin has international restaurants galore, and the New Irish Cuisine is built upon fresh products of Ireland's seas, rivers, and farms.",International restaurants galore was had by Dublin.
roberta,passive,matched,7041,0,"After the Vatican II, Catholicism became less insular in its focus.",Vatican II gave rise to a less hierarchical and more outward-looking Catholicism and set the stage for once-unthinkable innovations like plainclothes nuns and the celebration of the Mass in English and other modern languages.,Rise was given by Vatican II.
roberta,passive,matched,7058,2,The entity will receive appropriate compensation for forfeited property.,The Government does not sacrifice anything of value in exchange and the entity that forfeits the property does not receive anything of value.,Anything of value was sacrificed by the Government.
roberta,passive,matched,7204,0,"If it's is over six hundred you are required to do it, but I got one thirty one. ",and if it's above six hundred you're going to have to do it and i got one thirty one,One thirty one was got by i.
roberta,passive,matched,7480,0,You can design your own plate or whole dinner service in Hong Kong.,"In Hong Kong you can have a plate, or even a whole dinner service, hand-painted to your own design.","A plate, or even a whole dinner service, was had by you."
roberta,passive,mismatched,7523,0,"You got information yet, United 93?"," United nine three, have you got information on that yet?",Information on that was got by you?
